threshold,cluster,dedup_rank,term_id,term_name,term_description,q_value,p_value,enrichment_ratio,k_overlap,cluster_genes,representative_group_size
090,1,3,GEX003522,"GSE216249,GSE216250-11-vs-7-human up","Up genes comparing Group 11 vs Group 7 (GSE216250, human)",0.0,0.0,1.7789866973230417,1278,24356,1
090,1,4,GEX003523,"GSE216249,GSE216250-11-vs-7-human dn","Dn genes comparing Group 11 vs Group 7 (GSE216250, human)",0.0,0.0,1.7789866973230417,1725,24356,1
090,1,5,GEX007217,GSE187784-11-vs-0-human up,"Up genes in nhdf ncgrna sinc gene manipulation sirna nc stimulation subcellular fractionation chromatin normal dermal fibroblast human vs nhdf sbno2ko sinc gene manipulation sbno2grna#2#3 sirna nc stimulation subcellular fractionation total normal dermal fibroblast human (GSE187784, human)",0.0,0.0,1.7789866973230417,1648,24356,1
090,2,1,GEX002071,"GSE239662,GSE239663-1-vs-2-human up","Up genes comparing Group 1 vs Group 2 (GSE239663, human)",0.0,0.0,2.063089229597181,1258,21002,2
090,2,2,GEX004129,GSE221762-6-vs-7-human up,"Up genes in hek293 snc80 1.5h cell line stably expressing dor human embryonic kidney 100 nm vs hek293 ici snc80 6h cell line stably expressing dor human embryonic kidney 174 864 100 um nm (GSE221762, human)",0.0,0.0,2.063089229597181,1378,21002,3
090,2,3,GEX010901,GSE213558-1-vs-5-human up,"Up genes in cms replicate mpra vs hek293 pe vaf clone crispr/cas9 (GSE213558, human)",0.0,0.0,2.063089229597181,1532,21002,1
090,2,4,GEX018309,GSE249903-9-vs-6-human dn,"Dn genes in msto 211h dmso 48h cell line mesothelioma time vs nci h226 xenograft mrk 30mpk 5d cell line mesothelioma time (GSE249903, human)",0.0,0.0,2.063089229597181,1906,21002,1
090,2,5,GEX027185,GSE158081-0-vs-5-human dn,"Dn genes in huvec flow 0 min donorid human umbilical vein endothelial cell experimentalcondition flow0min cells vs huvec early culture donorid human umbilical vein endothelial cell experimentalcondition cultureearly cells (GSE158081, human)",0.0,0.0,2.063089229597181,1603,21002,1
090,3,1,GEX020061,GSE214101-0-vs-5-human up,"Up genes in protac mdamb231 breast cell line mda mb 231 epithelial mdm2 vs protac mdamb436 breast cell line mda mb 436 epithelial mdm2 (GSE214101, human)",0.0,0.0,2.325764895330113,1717,18630,1
090,3,2,GEX033932,"GSE83563,GSE83565-1-vs-3-human dn","Dn genes comparing Group 1 vs Group 3 (GSE83565, human)",0.0,0.0,2.325764895330113,1879,18630,1
090,3,3,GEX044749,"GSE161846,GSE161849-3-vs-1-human dn","Dn genes comparing Group 3 vs Group 1 (GSE161849, human)",0.0,0.0,2.325764895330113,1349,18630,1
090,3,4,GEX098330,GSE64962-4-vs-6-human dn,"Dn genes in corr l leucine total rna type seq corrected timepoint hours human fibroblast vs mut l leucine rpf type ribosomal profiling esco2 mutant timepoint hours human fibroblast (GSE64962, human)",0.0,0.0,2.325764895330113,1715,18630,1
090,3,5,GEX001064,"GSE247717,GSE247722-1-vs-0-human dn","Dn genes comparing Group 1 vs Group 0 (GSE247722, human)",0.0,0.0,2.3257648953301127,1854,18630,1
090,4,1,GEX085967,"GSE211052,GSE211054-3-vs-5-human dn","Dn genes comparing Group 3 vs Group 5 (GSE211054, human)",1.2346398007892585e-155,1.5949476127989418e-160,1.1968014584023865,1996,36204,1
090,4,2,GEX028692,"GSE255774,GSE255775-4-vs-3-human dn","Dn genes comparing Group 4 vs Group 3 (GSE255775, human)",1.2346398007892585e-155,2.3285112835375212e-160,1.1968014584023865,1994,36204,1
090,4,3,GEX068985,GSE187345-3-vs-8-human dn,"Dn genes in cold l exposure long (90 mins) div 40 ipsc derived sensory neurons vs heat l exposure long (90 mins) div 40 ipsc derived sensory neurons (GSE187345, human)",1.2346398007892585e-155,3.3993941121492385e-160,1.1968014584023865,1992,36204,1
090,4,4,GEX033868,"GSE255774,GSE255775-4-vs-0-human dn","Dn genes comparing Group 4 vs Group 0 (GSE255775, human)",1.2346398007892585e-155,5.996113777063678e-160,1.1968014584023865,1989,36204,1
090,4,5,GEX083892,GSE207310-8-vs-7-human dn,"Dn genes in liver biopsy sex female preservation rnalater steatosis activity fibrosis score kleiner grade nafld vs liver biopsy sex preservation snap frozen steatosis activity fibrosis score kleiner grade 2 nafld (GSE207310, human)",1.2346398007892585e-155,5.996113777063678e-160,1.1968014584023865,1989,36204,2
090,5,1,GEX044165,GSE140997-2-vs-7-human up,"Up genes in rna seq cell line h9 control (wild type crispr (random)) 3 human embryonic stem cells vs rna seq cell line hek293 nsun6 knockout (clone 2 nucleotide indel) 4 human embryonic kidney 293 cells (GSE140997, human)",0.0,0.0,4.210787172011663,1764,10290,2
090,5,2,GEX003293,"GSE227973,GSE227974-1-vs-2-human dn","Dn genes comparing Group 1 vs Group 2 (GSE227974, human)",0.0,0.0,4.210787172011662,748,10290,2
090,5,3,GEX018998,GSE221762-1-vs-8-human up,"Up genes in hek293 ici 1.5h cell line stably expressing dor human embryonic kidney 174 864 100 um vs hek293 ici 6h cell line stably expressing dor human embryonic kidney 174 864 100 um (GSE221762, human)",0.0,0.0,4.210787172011662,1718,10290,2
090,5,4,GEX038945,GSE114311-0-vs-3-human dn,"Dn genes in hnrnpg pc par clip antibody rabbit anti (ab190352 abcam) hek293t vs ncv cell line hek293t/17 sirna transfection hnrnpg plasmid pcmv3 flag barcode (GSE114311, human)",0.0,0.0,4.210787172011662,1615,10290,1
090,5,5,GEX043842,GSE106368-3-vs-4-human dn,"Dn genes in untreated 293hek small parental cells 293 atcc number crl 1573 embrionic kidney (pubmed id 886304) cell line flp rex (invitrogen) experimental set grsf1 sequenced rna species ( ~20 ~200 nucleotides) sample type control vs pnpase silenced parental cells 293 atcc number crl 1573 embrionic kidney (pubmed id 886304) cell line transgenic flp rex experimental set degradosome (hsuv3 pnpase) sequenced rna species long (> ~100 nucleotides) rrna depleted (GSE106368, human)",0.0,0.0,4.210787172011662,815,10290,1
090,6,1,GEX000043,GSE255299-10-vs-2-human up,"Up genes in circulating tumor cells (ctcs) id 6 day (relative start date) 0 vs cell line a375 melanoma id day (relative start date) 0 (GSE255299, human)",0.0,0.0,2.070582051036988,1561,20926,2
090,6,2,GEX000733,GSE220620-0-vs-10-human dn,"Dn genes in bxpc 3 cells dmso bio rep cell line pdac na vehicle time 48 hr vs mia paca 2 cells 3a4 bio rep cell line pdac na lxr inverse agonist time 48 hr (GSE220620, human)",0.0,0.0,2.070582051036988,1991,20926,1
090,6,3,GEX001349,"GSE172238,GSE172240-4-vs-11-human up","Up genes comparing Group 4 vs Group 11 (GSE172240, human)",0.0,0.0,2.070582051036988,1443,20926,1
090,6,4,GEX011755,GSE220620-7-vs-8-human dn,"Dn genes in bxpc 3 cells 1e5 bio rep cell line pdac na lxr inverse agonist time 48 hr vs mia paca 2 cells gw3965 bio rep cell line pdac na lxr agonist time 48 hr (GSE220620, human)",0.0,0.0,2.070582051036988,1893,20926,1
090,6,5,GEX039918,GSE193479-1-vs-2-human dn,"Dn genes in ncg mda stably transfected vector containing mir 200b 200a 429 human mammary tumor cell line vs ncg mda stably transfected vector containing mir 200c 141 human mammary tumor cell line (GSE193479, human)",0.0,0.0,2.070582051036988,1425,20926,1
090,7,1,GEX020062,GSE214101-0-vs-5-human dn,"Dn genes in protac mdamb231 breast cell line mda mb 231 epithelial mdm2 vs protac mdamb436 breast cell line mda mb 436 epithelial mdm2 (GSE214101, human)",0.0,0.0,1.916788321167884,1561,22605,1
090,7,2,GEX046547,GSE227592-5-vs-2-human up,"Up genes in wt a549 amplicon seq rsev n5t cell line lung carcinoma epithelial cells (moi=5) vs wt a549 mock 1dpi 1 cell line lung carcinoma epithelial cells dpi (GSE227592, human)",0.0,0.0,1.916788321167884,1499,22605,1
090,7,3,GEX050207,GSE182376-0-vs-3-human dn,"Dn genes in Group 0 vs Group 3 (GSE182376, human)",0.0,0.0,1.916788321167884,1548,22605,1
090,7,4,GEX065426,"GSE153972,GSE153973-5-vs-6-human dn","Dn genes comparing Group 5 vs Group 6 (GSE153973, human)",0.0,0.0,1.916788321167884,1866,22605,1
090,7,5,GEX119726,GSE97326-2-vs-7-human up,"Up genes in mcf7 shbap1 breast cancer cell passages low (6 10) line bap1 shrna cal51 vs hek293t mll3 ki kidney cell line passages low (6 10) /variation mutation (GSE97326, human)",0.0,0.0,1.916788321167884,1423,22605,1
090,8,1,GEX002207,GSE214101-6-vs-5-human up,"Up genes in dmso mdamb231 breast cell line mda mb 231 epithelial vs protac mdamb436 breast cell line mda mb 436 epithelial mdm2 (GSE214101, human)",0.0,0.0,1.909271172997268,1902,22694,2
090,8,2,GEX002905,"GSE216249,GSE216250-8-vs-3-human up","Up genes comparing Group 8 vs Group 3 (GSE216250, human)",0.0,0.0,1.909271172997268,1179,22694,1
090,8,3,GEX007446,"GSE213142,GSE240717-2-vs-7-human dn","Dn genes comparing Group 2 vs Group 7 (GSE240717, human)",0.0,0.0,1.909271172997268,1942,22694,1
090,8,4,GEX008185,GSE187784-9-vs-8-human up,"Up genes in nhdf nc gene manipulation si negative control stimulation subcellular fractionation chromatin normal dermal fibroblast human vs polya nc nhdf nostimulation gene manipulation si negative control stimulation subcellular fractionation total normal dermal fibroblast human (GSE187784, human)",0.0,0.0,1.909271172997268,1808,22694,3
090,8,5,GEX010663,GSE228619-0-vs-1-human up,"Up genes in scr (control intestine cell line primary human intestinal epithelial cells myofibroblasts wild type scrambled (si)rna vs kd (cdh11 knockdown intestine cell line primary human intestinal epithelial cells myofibroblasts cdh11 sirna (GSE228619, human)",0.0,0.0,1.909271172997268,1499,22694,1
090,9,1,GEX064552,GSE159925-4-vs-5-human up,"Up genes in hh nm azacitidine cell line cutaneous lymphoma vs tlom1 nm azacitidine cell line adult leukemia (GSE159925, human)",0.0,0.0,5.944436822609412,1220,7289,1
090,9,2,GEX003292,"GSE227973,GSE227974-1-vs-2-human up","Up genes comparing Group 1 vs Group 2 (GSE227974, human)",0.0,0.0,5.944436822609411,850,7289,2
090,9,3,GEX004136,"GSE239898,GSE239899-1-vs-0-human dn","Dn genes comparing Group 1 vs Group 0 (GSE239899, human)",0.0,0.0,5.944436822609411,570,7289,1
090,9,4,GEX008018,"GSE181446,GSE231521-1-vs-2-human dn","Dn genes comparing Group 1 vs Group 2 (GSE231521, human)",0.0,0.0,5.944436822609411,1024,7289,2
090,9,5,GEX045245,GSE156761-4-vs-5-human dn,"Dn genes in dpamine neuron 48h h hpsc derived da neurons virus sars cov 2 infect vs dopamine hpsc derived da neurons virus sars cov 2 infect chemical 50mm metformin (GSE156761, human)",0.0,0.0,5.944436822609411,709,7289,2
